split,regime,n_obs,frequency_pct,mean_ret_1d,mean_ewma_vol,mean_cvar_95_60d,median_ewma_vol,median_cvar_95_60d,economic_label,risk_order,risk_severity
MAIN,0,2967,0.4464339452302137,0.0007167226028434924,0.008206722750673735,-0.018910499454139737,0.0080022250776902,-0.0175438846054341,Low Risk,1,2.0
MAIN,2,3001,0.45154980439362025,-0.0005052165600003819,0.013990985643763696,-0.030550782843528104,0.0134571534373375,-0.0285188024351553,Medium Risk,2,4.0
MAIN,1,678,0.10201625037616611,-0.00035322796390143345,0.02549238447876439,-0.051055866851196424,0.02349594368823015,-0.046176592571227096,High Risk,3,6.0
ROBUST,0,2952,0.44417694854047546,0.0007369460858160445,0.008206029006181557,-0.01892650088491515,0.00799055879152705,-0.0175438846054341,Low Risk,1,2.0
ROBUST,1,2966,0.44628347878423114,-0.0005224003131088019,0.013837403242781862,-0.030156932114505652,0.013381763730039551,-0.0284337793593438,Medium Risk,2,4.0
ROBUST,2,728,0.1095395726752934,-0.0003504849039806764,0.025211806800064716,-0.05094744183389881,0.023319119319503298,-0.046171628879594,High Risk,3,6.0
